CODIGO;DESCR;QUANT
7891033759750;;19
7891033759859;;19
7891033711307;;17
7891033750399;;8
7891033757275;;10
7891033754397;;11
7891033832170;;8
7891033730742;;7
7891033794386;;2
7891033794379;;2
7891033794317;;2
7891033766611;;3
7891033794362;;2
7891033794324;;3
7891033794348;;2
7891033794300;;2
7891033794331;;2
7891033767601;;3
7891033794355;;2
7891033766635;;4
7891033746989;;6
7891033797578;;12
7891033757268;;11
7891033773626;;9
7891033759774;;14
7891033814886;;1
7891033813575;;8
7891033729951;;4
7891033778355;;3
7891033779185;;7
7891033778195;;3
7891033778140;;5
7891033374939;;6
7891033778218;;2
7891033778348;;4
7891033778263;;2
7891033822706;;8
7891033455447;;4
7891033813377;;2
7891033813384;;4
7891033799190;;9
7891033799664;;6
7891033751020;;3
7891033794393;;2
7891033794522;;3
7891033804795;;4
7891033794539;;2
7891033794515;;4
7891033804443;;2
7891033794409;;3
7891033287321;;2
7891033287338;;3
7891033757282;;8
7891033757299;;2
7891033757305;;1
7891033722556;;8
7891033711758;;5
7891033711963;;1
7891033770458;;9
7891033770441;;19
7891033711925;;11
7891033731077;;1
7891033722532;;3
7891033720811;;11
7891033765515;;1
7891033797547;;19
7891033773565;;2
7891033773572;;43
7891033814381;;7
7891033799206;;7
7891033724840;;15
7891033773602;;1
7891033711826;;3
7891033731138;;3
7891033720613;;3
7891033722457;;8
7891033797349;;9
7891033711468;;4
7891033827176;;14
7891033720798;;1
7891033721603;;1
7891033720545;;5
7891033711703;;5
7891033720569;;38
7891033711291;;21
7891033827183;;8
7891033276493;;15
7891033813568;;4
7891033797424;;14
7891033831081;;2
7891033720514;;5
7891033711482;;8
7891033773619;;6
7891033711765;;1
7891033720552;;4
7891033722464;;10
7891033831067;;31
7891033813551;;8
7891033730025;;1
7891033729289;;10
7891033729319;;15
7891033814732;;2
7891033387397;;2
7891033720712;;4
7891033722518;;7
7891033746972;;5
7891033773596;;5
7891033720682;;7
7891033797516;;11
7891033729302;;41
7891033797417;;12
7891033720705;;30
7891033773633;;23
7891033831098;;21
7891033711741;;4
7891033831074;;17
7891033773589;;1
7891033730735;;30
7891033746958;;3
7891033711413;;4
7891033720590;;27
7891033825790;;38
7891033711833;;5
7891033834808;;1
7891033815418;;1
